Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets,dma_home,dma_away,National_Gm_Num,Network,Start_Time,End_Time,Duration_Mins,National_Rating,Average_Viewers_000,Average_Households_000,GM,DAY,ET,LOCAL,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
152.0,2018-04-03,NYK,ORL,3192.0,6375.0,2771.0,5738.0,451.0,637.0,99164.55,2017-18,19812.0,19812.0,11169.0,1134.0,5533.0,17836.0,7.35,1.52,,,,,,,,,1159,Tue,7:30 PM,7:30 PM,FSFL,135.0,0.1,0.0,1.0,1.0,MSG,135.0,0.4,1,30,42,,,778.0,-74.5%
153.0,2018-04-03,OKC,GSW,36466.0,143634.0,32095.0,134616.0,4755.0,9018.0,1121715.79,2017-18,18203.0,18203.0,14542.0,1444.0,963.0,16949.0,0.72,2.49,258.0,TNT,8:14 PM,10:43 PM,149.0,1.7,2068.0,1563.0,1163,Tue,7:00 PM,8:00 PM,,,,,,,,,,,,,TNT,,1004.0,198.4%
154.0,2018-04-03,PHI,BRK,9186.0,21466.0,7967.0,19509.0,1398.0,1957.0,361952.93,2017-18,20710.0,20478.0,15357.0,2384.0,403.0,18144.0,2.94,7.35,,,,,,,,,1157,Tue,7:00 PM,7:00 PM,YES,75.0,0.5,1.0,33.0,31.0,NBCSPA,150.0,2.7,4,76,109,,,,
155.0,2018-04-03,PHX,SAC,3979.0,8405.0,3589.0,7756.0,429.0,649.0,135715.48,2017-18,16826.0,18055.0,5762.0,1221.0,1930.0,8913.0,1.89,1.38,,,,,,,,,1167,Tue,7:00 PM,10:00 PM,NBCSCA,150.0,0.7,1.0,10.0,14.0,FSA+,150.0,0.1,0,3,5,,NBAC,168.0,-28.4%
156.0,2018-04-03,UTA,LAL,16526.0,37678.0,15088.0,34865.0,1716.0,2813.0,731182.28,2017-18,18306.0,18306.0,10616.0,1024.0,1677.0,13317.0,0.92,5.48,,,,,,,,,1166,Tue,7:00 PM,9:00 PM,SPECSN/D,150.0,1,2.0,53.0,68.0,ATTSN-RM,150.0,8,15.5,75.8,,,,254.0,97.8%
157.0,2018-04-01,ATL,ORL,1926.0,3751.0,1621.0,3312.0,322.0,439.0,45454.78,2017-18,13587.0,15711.0,6464.0,2725.0,1331.0,10520.0,2.41,1.52,,,,,,,,,1147,Sun,6:00 PM,6:00 PM,FSFL,150.0,0.1,0.0,1.0,6.0,FSSE-ATL,135.0,0.3,1,6,5,,,169.0,-47.4%
158.0,2018-04-01,BRK,DET,3789.0,8184.0,3281.0,7442.0,558.0,742.0,130636.46,2017-18,16097.0,17732.0,8858.0,2230.0,2867.0,13955.0,7.35,1.85,,,,,,,,,1148,Sun,6:00 PM,6:00 PM,FSD,150.0,0.8,2.0,15.0,18.0,YES,150.0,0.5,1,39,46,,,,
159.0,2018-04-01,CHA,PHI,2342.0,3493.0,94.0,149.0,2249.0,3344.0,75587.42,2017-18,17005.0,19077.0,10279.0,539.0,1726.0,12544.0,1.19,2.94,254.0,NBA TV,1:00 PM,3:30 PM,150.0,0.22,145.0,103.0,1143,Sun,1:00 PM,1:00 PM,NBCSPA,150.0,3,8.0,86.0,131.0,FSSE-CHA,150.0,1.15,3,13.3,15,NBA TV,NBAC,314.0,24.1%
160.0,2018-04-01,CHI,WAS,5099.0,9863.0,4141.0,8527.0,1008.0,1336.0,155858.91,2017-18,20466.0,20917.0,9801.0,1579.0,8534.0,19914.0,3.46,2.48,,,,,,,,,1144,Sun,2:30 PM,3:30 PM,NBCSWA,135.0,1.1,3.0,27.0,44.0,NBCSCH,90.0,1.4,4,46,64,,,131.0,-27.3%
161.0,2018-04-01,CLE,DAL,27583.0,70112.0,24205.0,63141.0,4142.0,6971.0,1312346.34,2017-18,20562.0,20562.0,15063.0,2831.0,1178.0,19072.0,1.5,2.71,256.0,NBA TV,6:00 PM,8:37 PM,157.0,0.5,300.0,231.0,1149,Sun,6:00 PM,6:00 PM,FSSW-DAL,,,,,,FSO,135.0,8.9,16,128,211,NBA TV,TSN,100.0,19.2%
162.0,2018-04-01,DEN,MIL,16625.0,37600.0,15267.0,35053.0,1626.0,2547.0,677915.64,2017-18,19520.0,19520.0,6097.0,4343.0,2847.0,13287.0,1.63,0.9,,,,,,,,,1152,Sun,6:00 PM,8:00 PM,FSWIS,180.0,2.5,4.0,22.0,,ALT2,150.0,0.7,2,12,16,,,,
163.0,2018-04-01,GSW,PHX,19514.0,43095.0,16976.0,38142.0,3038.0,4953.0,1160068.59,2017-18,19596.0,19596.0,14573.0,2234.0,1158.0,17965.0,2.49,1.89,,,,,,,,,1153,Sun,5:30 PM,8:30 PM,FSA,120.0,0.9,2.0,16.0,24.0,NBCSBA,135.0,6.6,17,161,230,,TSN,2591.0,5.7%
164.0,2018-04-01,LAC,IND,6424.0,13197.0,5539.0,11850.0,973.0,1347.0,218313.14,2017-18,15866.0,19068.0,11042.0,2460.0,1874.0,15376.0,5.48,1.09,,,,,,,,,1146,Sun,12:30 PM,3:30 PM,FSIND,150.0,3.5,7.0,36.0,,FSPT,135.0,1.5,3,81,126,,,8.0,-55.8%
165.0,2018-04-01,LAL,SAC,1363.0,2058.0,72.0,93.0,1291.0,1965.0,55729.47,2017-18,18997.0,18997.0,14646.0,297.0,1366.0,16309.0,5.48,1.38,257.0,NBA TV,9:30 PM,11:51 PM,141.0,0.43,260.0,200.0,1155,Sun,6:30 PM,9:30 PM,NBCSCA,135.0,1,2.0,15.0,22.0,SPECSN/D,135.0,1.5,3,81,126,NBA TV,SN1,1279.0,-6.2%
166.0,2018-04-01,MIN,UTA,12638.0,27845.0,11007.0,24589.0,1925.0,3256.0,560985.71,2017-18,18978.0,18978.0,8362.0,4147.0,2361.0,14870.0,1.74,0.92,,,,,,,,,1151,Sun,6:00 PM,7:00 PM,ATTSN-RM,150.0,5.12,12.8,48.5,,FSNTH,135.0,2.4,5,42,67,,SN1,,
167.0,2018-04-01,NOP,OKC,2834.0,4758.0,111.0,133.0,2723.0,4625.0,117847.8,2017-18,18500.0,16903.0,10347.0,2120.0,3585.0,16052.0,0.64,0.72,,,,,,,,,1150,Sun,5:00 PM,6:00 PM,FSOK,150.0,8.08,13.3,57.1,,FSNO,150.0,1.59,2.7,10.3,,,,791.0,70.6%
168.0,2018-04-01,POR,MEM,6979.0,13972.0,6372.0,12996.0,708.0,976.0,246046.77,2017-18,19545.0,19393.0,12616.0,2878.0,2263.0,17757.0,1.14,0.63,,,,,,,,,1154,Sun,6:00 PM,9:00 PM,FSSE-MEM,135.0,0.5,1.0,3.0,,NBCSNW,150.0,3.3,7,39,68,,NBAC,690.0,6.8%
169.0,2018-04-01,SAS,HOU,3250.0,5273.0,122.0,188.0,3128.0,5085.0,131309.27,2017-18,18418.0,18418.0,12760.0,1684.0,2293.0,16737.0,0.94,2.45,255.0,ABC,3:31 PM,6:00 PM,149.0,1.4,2305.0,1632.0,1145,Sun,2:30 PM,3:30 PM,,,,,,,,,,,,,ABC,NBAC,1092.0,87.1%
170.0,2018-03-31,BOS,TOR,4233.0,7668.0,199.0,314.0,4039.0,7354.0,225691.57,2017-18,18624.0,18624.0,14613.0,846.0,1837.0,17296.0,2.42,2.86,253.0,NBA TV,7:30 PM,10:06 PM,156.0,0.36,245.0,166.0,1140,Sat,7:30 PM,7:30 PM,SN1,,,,,,NBCSB,150.0,2.8,5,67,106,NBA TV,SN1,1619.0,225.0%
171.0,2018-03-31,MIA,BRK,11334.0,26338.0,10326.0,24735.0,1142.0,1603.0,469414.69,2017-18,19600.0,19600.0,13250.0,3837.0,931.0,18018.0,1.7,7.35,,,,,,,,,1141,Sat,8:00 PM,8:00 PM,YES,180.0,0.4,1.0,25.0,26.0,FSSUN,180.0,2.6,6,44,64,,,1201.0,16.6%
172.0,2018-03-31,NYK,DET,6731.0,13172.0,5654.0,11477.0,1180.0,1695.0,260719.66,2017-18,19812.0,19812.0,11471.0,1094.0,5202.0,17767.0,7.35,1.85,,,,,,,,,1139,Sat,5:00 PM,5:00 PM,FSD,135.0,0.4,1.0,8.0,9.0,MSG,135.0,0.2,1,16,16,,,892.0,-63.7%
173.0,2018-03-31,SAC,GSW,19940.0,45502.0,17456.0,40066.0,3008.0,5436.0,1196641.06,2017-18,17583.0,17583.0,9855.0,2331.0,2176.0,14362.0,1.38,2.49,,,,,,,,,1142,Sat,7:00 PM,10:00 PM,NBCSBA,165.0,5.4,12.0,134.0,204.0,NBCSCA,165.0,0.8,2,11,18,,SN1,797.0,105.4%
174.0,2018-03-31,WAS,CHA,1104.0,1489.0,49.0,67.0,1055.0,1422.0,27841.36,2017-18,19071.0,20356.0,9826.0,2277.0,2953.0,15056.0,2.48,1.19,252.0,NBA TV,3:00 PM,5:30 PM,150.0,0.16,92.0,73.0,1138,Sat,3:00 PM,3:00 PM,FSSE-CHA,135.0,0.511111111,1.333333333,5.666666667,7.0,NBCSWA,135.0,1.1,3,28,26,NBA TV,NBAC,820.0,-1.5%
175.0,2018-03-30,ATL,PHI,10669.0,23799.0,9272.0,21365.0,1613.0,2434.0,403923.33,2017-18,16579.0,15711.0,6741.0,5003.0,2743.0,14487.0,2.41,2.94,,,,,,,,,1130,Fri,7:30 PM,7:30 PM,NBCSPA,135.0,2.1,4.0,61.0,80.0,FSSE-ATL,135.0,0.4,1,10,12,,,310.0,-2.6%
176.0,2018-03-30,CLE,NOP,4469.0,8214.0,174.0,319.0,4296.0,7895.0,209312.86,2017-18,20562.0,20562.0,14973.0,2626.0,1435.0,19034.0,1.5,0.64,250.0,ESPN,8:01 PM,10:35 PM,154.0,1.3,1507.0,1160.0,1131,Fri,8:00 PM,8:00 PM,,,,,,,FSO,150.0,8.7,15,125,170,ESPN,TSN,135.0,99.4%
177.0,2018-03-30,DAL,MIN,5259.0,10121.0,4227.0,8602.0,1117.0,1519.0,152607.37,2017-18,20244.0,19200.0,12009.0,2228.0,2242.0,16479.0,2.71,1.74,,,,,,,,,1134,Fri,7:30 PM,8:30 PM,FSNTH,135.0,3.6,7.0,63.0,96.0,FSSW-DAL,,,,,,,,469.0,7.7%
178.0,2018-03-30,HOU,PHX,12958.0,27962.0,10354.0,23242.0,3047.0,4720.0,437987.77,2017-18,18055.0,18055.0,11923.0,3000.0,895.0,15818.0,2.45,1.89,,,,,,,,,1132,Fri,7:00 PM,8:00 PM,FSA,135.0,0.5,1.0,10.0,14.0,ATTSN-SW,150.0,1.3,3,32,46,,,65.0,30.1%
179.0,2018-03-30,LAL,MIL,20018.0,46130.0,18134.0,42556.0,2222.0,3574.0,999392.25,2017-18,18997.0,18997.0,14648.0,494.0,1297.0,16439.0,5.48,0.9,,,,,,,,,1136,Fri,7:30 PM,10:30 PM,FSWIS+,150.0,1.58,3.7,13.8,,SPECSN/D,165.0,1.2,2,64,100,,NBAC,1585.0,32.0%
180.0,2018-03-30,OKC,DEN,24605.0,59805.0,22354.0,56117.0,2547.0,3688.0,842363.19,2017-18,18203.0,18203.0,14595.0,1577.0,720.0,16892.0,0.72,1.63,,,,,,,,,1133,Fri,7:00 PM,8:00 PM,ALT,150.0,0.6,1.0,10.0,13.0,FSOK,150.0,7.15,12,50.5,,,NBAC,920.0,35.5%
181.0,2018-03-30,ORL,CHI,4318.0,7948.0,3740.0,7038.0,637.0,910.0,121590.11,2017-18,18918.0,18846.0,5860.0,5978.0,3819.0,15657.0,1.52,3.46,,,,,,,,,1129,Fri,7:00 PM,7:00 PM,NBCSCH,135.0,0.6,1.0,19.0,30.0,FSFL,135.0,0.2,0,3,3,,,423.0,11.7%
182.0,2018-03-30,POR,LAC,829.0,1189.0,30.0,36.0,799.0,1153.0,26735.63,2017-18,20013.0,19393.0,12795.0,2856.0,2549.0,18200.0,1.14,5.48,251.0,ESPN,10:35 PM,12:58 AM,143.0,0.9,926.0,761.0,1137,Fri,7:30 PM,10:30 PM,FSPT,,,,,,NBCSNW,165.0,2.4,5,28,41,ESPN,TSN,814.0,38.6%
183.0,2018-03-30,UTA,MEM,7033.0,14916.0,6142.0,13136.0,1065.0,1780.0,298693.44,2017-18,18306.0,18306.0,10617.0,1605.0,1904.0,14126.0,0.92,0.63,,,,,,,,,1135,Fri,7:00 PM,9:00 PM,FSSE-MEM,150.0,0.83,1.4,5.5,,ATTSN-RM,150.0,6.76,14.5,64.1,,,,296.0,58.3%
184.0,2018-03-29,DET,WAS,9218.0,18186.0,8192.0,16711.0,1156.0,1475.0,300964.48,2017-18,18268.0,20491.0,8253.0,2286.0,880.0,11419.0,1.85,2.48,,,,,,,,,1124,Thu,7:00 PM,7:00 PM,NBCSWA,135.0,1.6,3.0,40.0,53.0,FSD,150.0,1.3,2,23,28,,NBAC,1.0,0.0%
185.0,2018-03-29,GSW,MIL,14061.0,33669.0,11520.0,29682.0,2658.0,3987.0,404157.75,2017-18,19596.0,19596.0,14439.0,2650.0,784.0,17873.0,2.49,0.9,249.0,TNT,10:43 PM,12:53 AM,130.0,1.2,1376.0,1094.0,1128,Thu,7:30 PM,10:30 PM,,,,,,,NBCSBA,150.0,7.3,15,179,256,TNT,TSN,2293.0,35.1%
186.0,2018-03-29,MIA,CHI,10281.0,22835.0,9177.0,20874.0,1279.0,1961.0,419802.62,2017-18,19746.0,19600.0,13028.0,3996.0,1252.0,18276.0,1.7,3.46,,,,,,,,,1125,Thu,7:30 PM,7:30 PM,WGN,150.0,2.2,4.0,73.0,96.0,FSSUN,150.0,2.5,5,42,59,,,1234.0,32.5%
187.0,2018-03-29,SAC,IND,6779.0,14043.0,5972.0,12800.0,908.0,1243.0,286888.95,2017-18,11360.0,17583.0,9436.0,927.0,1336.0,11699.0,1.38,1.09,,,,,,,,,1127,Thu,7:00 PM,10:00 PM,FSIND,150.0,3.7,8.0,38.0,,NBCSCA,150.0,1.1,2,16,19,,,344.0,-54.7%
188.0,2018-03-29,SAS,OKC,20000.0,57344.0,17572.0,53199.0,2589.0,4145.0,763146.51,2017-18,18418.0,18418.0,12857.0,1678.0,2199.0,16734.0,0.94,0.72,248.0,TNT,8:14 PM,10:43 PM,149.0,1.3,1530.0,1175.0,1126,Thu,7:00 PM,8:00 PM,,,,,,,,,,,,,TNT,TSN,808.0,78.5%
189.0,2018-03-28,CHA,CLE,4804.0,9219.0,182.0,315.0,4624.0,8904.0,254183.73,2017-18,19474.0,19077.0,10570.0,1059.0,4090.0,15719.0,1.19,1.5,246.0,NBA TV,7:00 PM,9:38 PM,158.0,0.51,315.0,237.0,1116,Wed,7:00 PM,7:00 PM,FSO,135.0,7.1,12.0,103.0,140.0,FSSE-CHA,150.0,1.65,2.9,19.1,28,NBA TV,SN1,641.0,199.8%
190.0,2018-03-28,LAL,DAL,16308.0,38987.0,14688.0,35577.0,2017.0,3410.0,845540.87,2017-18,18997.0,18997.0,14650.0,382.0,1359.0,16391.0,5.48,2.71,,,,,,,,,1123,Wed,7:30 PM,10:30 PM,FSSW-DAL,135.0,0.7,1.0,17.0,25.0,SPECSN/D,150.0,2.1,4,110,156,,NBAC,1473.0,-0.6%
191.0,2018-03-28,MEM,POR,12063.0,24113.0,11222.0,22918.0,918.0,1195.0,367005.7,2017-18,16050.0,17794.0,9919.0,918.0,403.0,11240.0,0.63,1.14,,,,,,,,,1119,Wed,7:00 PM,8:00 PM,NBCSNW,150.0,3.4,8.0,41.0,60.0,FSSE-MEM,135.0,0.6,1,4,,,NBAC,232.0,-35.8%
192.0,2018-03-28,MIN,ATL,7080.0,13395.0,6029.0,11716.0,1143.0,1679.0,234604.59,2017-18,16183.0,18978.0,7673.0,2786.0,793.0,11252.0,1.74,2.41,,,,,,,,,1120,Wed,7:00 PM,8:00 PM,FSSE-ATL,135.0,0.5,1.0,13.0,20.0,FSNTH,150.0,2.9,6,51,67,,,,
193.0,2018-03-28,ORL,BRK,3639.0,7658.0,3179.0,6965.0,515.0,693.0,98997.3,2017-18,16517.0,18846.0,5761.0,2953.0,1986.0,10700.0,1.52,7.35,,,,,,,,,1117,Wed,7:00 PM,7:00 PM,YES,135.0,0.2,0.0,15.0,16.0,FSFL,135.0,0.2,0,3,3,,,223.0,-36.2%
194.0,2018-03-28,PHI,NYK,18259.0,39531.0,16572.0,36544.0,1950.0,2987.0,924775.1,2017-18,20655.0,20478.0,15327.0,1753.0,880.0,17960.0,2.94,7.35,,,,,,,,,1118,Wed,7:00 PM,7:00 PM,MSG,150.0,0.5,1.0,37.0,48.0,NBCSPA,150.0,3.9,7,112,162,,TSN,,
195.0,2018-03-28,PHX,LAC,4715.0,9241.0,4298.0,8624.0,460.0,617.0,148514.49,2017-18,17005.0,18055.0,5889.0,3361.0,2525.0,11775.0,1.89,5.48,,,,,,,,,1122,Wed,7:00 PM,10:00 PM,FSPT,135.0,0.2,0.0,13.0,15.0,FSA,135.0,0.2,0,4,6,,,224.0,-20.6%
196.0,2018-03-28,UTA,BOS,3253.0,5592.0,142.0,307.0,3111.0,5285.0,120579.13,2017-18,18306.0,18306.0,10686.0,1066.0,373.0,12125.0,0.92,2.42,247.0,ESPN,9:32 PM,11:57 PM,145.0,1.1,1202.0,938.0,1121,Wed,7:30 PM,9:30 PM,NBCSB,150.0,1.9,4.0,46.0,69.0,ATTSN-RM,150.0,6.42,11.7,60.8,,ESPN,SN1,296.0,175.2%
197.0,2018-03-27,GSW,IND,19791.0,46055.0,18015.0,42911.0,2069.0,3144.0,1034831.11,2017-18,19596.0,19596.0,14520.0,2440.0,688.0,17648.0,2.49,1.09,,,,,,,,,1114,Tue,7:30 PM,10:30 PM,FSIND,135.0,2.7,6.0,28.0,,NBCSBA,135.0,7.9,15,193,262,,SN1,1897.0,-7.6%
198.0,2018-03-27,HOU,CHI,9642.0,20162.0,8008.0,17486.0,1835.0,2676.0,316612.12,2017-18,18055.0,18055.0,12402.0,1882.0,1072.0,15356.0,2.45,3.46,,,,,,,,,1111,Tue,7:00 PM,8:00 PM,WGN,135.0,2,3.0,65.0,101.0,ATTSN-SW,135.0,2.1,4,51,69,,,62.0,2.8%
199.0,2018-03-27,LAC,MIL,625.0,820.0,33.0,46.0,592.0,774.0,16676.84,2017-18,19068.0,19068.0,11232.0,3268.0,1591.0,16091.0,5.48,0.9,245.0,TNT,10:39 PM,1:02 AM,143.0,0.8,878.0,691.0,1115,Tue,7:30 PM,10:30 PM,,,,,,,FSPT,150.0,0.3,0,15,17,TNT,TSN,17.0,-41.8%
200.0,2018-03-27,MIA,CLE,28442.0,95007.0,26104.0,90831.0,2546.0,4176.0,963439.71,2017-18,20093.0,19600.0,13445.0,3665.0,1674.0,18784.0,1.7,1.5,244.0,TNT,8:14 PM,10:39 PM,145.0,1.2,1377.0,1102.0,1110,Tue,8:00 PM,8:00 PM,FSO,165.0,8,12.0,115.0,146.0,,,,,,,TNT,,1607.0,263.0%
201.0,2018-03-27,NOP,POR,16354.0,35601.0,14382.0,32259.0,2212.0,3342.0,493899.99,2017-18,15426.0,16903.0,9748.0,1385.0,1869.0,13002.0,0.64,1.14,,,,,,,,,1112,Tue,7:00 PM,8:00 PM,NBCSNW,165.0,3.1,6.0,36.0,47.0,FSNO,150.0,2.09,3,13.4,,,,384.0,-7.8%
202.0,2018-03-27,SAC,DAL,4990.0,9717.0,4519.0,8896.0,528.0,821.0,232098.63,,,,,,,,1.38,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,2018-03-27,TOR,DEN,12063.0,25585.0,10998.0,23976.0,1178.0,1609.0,401128.45,2017-18,19800.0,19800.0,14558.0,1825.0,1911.0,18294.0,2.86,1.63,,,,,,,,,1109,Tue,7:30 PM,7:30 PM,ALT,150.0,0.8,2.0,13.0,16.0,TSN,,,,,,,TSN,1063.0,27.0%
204.0,2018-03-27,WAS,SAS,12658.0,26067.0,11412.0,24236.0,1368.0,1831.0,463253.36,2017-18,19588.0,20356.0,10342.0,2726.0,2736.0,15804.0,2.48,0.94,,,,,,,,,1108,Tue,7:00 PM,7:00 PM,FSSW-SA,150.0,4.8,8.0,45.0,,NBCSWA,150.0,1,2,26,30,,,927.0,23.5%
205.0,2018-03-26,CHA,NYK,9415.0,18619.0,7954.0,16327.0,1597.0,2292.0,290389.07,2017-18,14487.0,19077.0,9967.0,899.0,650.0,11516.0,1.19,7.35,,,,,,,,,1103,Mon,7:00 PM,7:00 PM,MSG,150.0,0.7,1.0,51.0,63.0,FSSE-CHA,150.0,0.93,1.5,10.8,13,,NBAC,141.0,3.2%
206.0,2018-03-26,DET,LAL,22451.0,52516.0,20113.0,48284.0,2648.0,4232.0,922758.27,2017-18,18718.0,20491.0,8605.0,4937.0,2162.0,15704.0,1.85,5.48,,,,,,,,,1104,Mon,7:00 PM,7:00 PM,SPECSN/D,150.0,1.4,3.0,74.0,101.0,FSD,135.0,1.6,3,29,33,,,9.0,-18.8%
207.0,2018-03-26,MIN,MEM,12253.0,22368.0,11475.0,21241.0,842.0,1127.0,453570.71,2017-18,16290.0,18978.0,7876.0,2835.0,809.0,11520.0,1.74,0.63,,,,,,,,,1106,Mon,7:00 PM,8:00 PM,FSSE-MEM,150.0,0.7,1.25,4.6,,FSNTH,150.0,2.9,5,49,68,,TSN,,
208.0,2018-03-26,PHI,DEN,3056.0,5186.0,145.0,231.0,2914.0,4955.0,147941.96,2017-18,20585.0,20478.0,15381.0,2307.0,498.0,18186.0,2.94,1.63,242.0,NBA TV,0.791666667,0.9,157.0,0.391108051,223.0,183.0,1105,Mon,7:00 PM,7:00 PM,ALT,150.0,1.1,2.0,17.0,21.0,NBCSPA,150.0,4.1,7,118,176,NBA TV,SN1,,
209.0,2018-03-26,PHX,BOS,1984.0,3228.0,106.0,169.0,1879.0,3059.0,82797.35,2017-18,18055.0,18055.0,7064.0,2291.0,3683.0,13038.0,1.89,2.42,243.0,NBA TV,0.916666667,0.013194444,140.0,0.388657187,232.0,181.0,1107,Mon,7:00 PM,10:00 PM,NBCSB,135.0,1.5,4.0,37.0,54.0,FSA,135.0,0.5,1,11,12,NBA TV,SN1,394.0,43.2%
210.0,2018-03-25,BRK,CLE,5966.0,11147.0,254.0,414.0,5716.0,10733.0,292644.74,2017-18,17732.0,17732.0,9202.0,2952.0,3644.0,15798.0,7.35,1.5,,,,,,,,,1094,Sun,1:00 PM,1:00 PM,FSO,150.0,8,18.0,115.0,147.0,YES,150.0,0.3,1,24,24,,NBAC,,
211.0,2018-03-25,GSW,UTA,2769.0,4442.0,153.0,265.0,2617.0,4177.0,106971.7,2017-18,19596.0,19596.0,14009.0,2841.0,1058.0,17908.0,2.49,0.92,241.0,NBA TV,0.852777778,0.950694444,142.0,0.617599005,383.0,288.0,1102,Sun,5:30 PM,8:30 PM,ATTSN-RM,150.0,6.61,12.3,62.6,,NBCSBA,135.0,6.3,14,155,233,NBA TV,TSN,2479.0,29.8%
212.0,2018-03-25,HOU,ATL,11757.0,23179.0,10509.0,21013.0,1469.0,2166.0,439929.88,2017-18,18055.0,18055.0,11652.0,2430.0,1192.0,15274.0,2.45,2.41,,,,,,,,,1101,Sun,7:00 PM,8:00 PM,FSSE-ATL,90.0,0.3,0.0,7.0,10.0,ATTSN-SW,135.0,2.6,4,63,91,,,41.0,-3.5%
213.0,2018-03-25,IND,MIA,12258.0,29273.0,11129.0,27416.0,1287.0,1857.0,504727.8,2017-18,17923.0,17923.0,7193.0,4212.0,3128.0,14533.0,1.09,1.7,,,,,,,,,1096,Sun,5:00 PM,5:00 PM,FSSUN,165.0,2.1,5.0,35.0,53.0,FSIND,165.0,3.7,6,38,,,,298.0,14.8%
214.0,2018-03-25,MIL,SAS,16702.0,35418.0,14643.0,32252.0,2259.0,3166.0,910918.19,2017-18,18717.0,18717.0,8666.0,3485.0,3465.0,15616.0,0.9,0.94,,,,,,,,,1095,Sun,2:30 PM,3:30 PM,FSSW-SA,150.0,6.4,13.0,60.0,,FSWIS,150.0,1.8,4,15,,,,24.0,-24.1%
215.0,2018-03-25,OKC,POR,32911.0,81181.0,29585.0,74803.0,3851.0,6378.0,1536398.56,2017-18,18203.0,18203.0,14581.0,1787.0,562.0,16930.0,0.72,1.14,,,,,,,,,1100,Sun,6:00 PM,7:00 PM,NBCSNW,165.0,3.5,8.0,41.0,63.0,FSOK,165.0,8.663636364,13.36363636,61.09090909,,,,956.0,33.8%
216.0,2018-03-25,SAC,BOS,13867.0,31680.0,11919.0,27923.0,2282.0,3757.0,568635.96,2017-18,17583.0,17583.0,9916.0,2303.0,3052.0,15271.0,1.38,2.42,,,,,,,,,1099,Sun,3:00 PM,6:00 PM,NBCSB,135.0,1.5,3.0,36.0,49.0,NBCSCA,135.0,0.4,1,6,12,,,785.0,16.0%
217.0,2018-03-25,TOR,LAC,8046.0,15217.0,7111.0,13832.0,1023.0,1385.0,250155.14,2017-18,19800.0,19800.0,14702.0,1603.0,1765.0,18070.0,2.86,5.48,,,,,,,,,1097,Sun,6:00 PM,6:00 PM,FSPT,150.0,0.4,1.0,22.0,25.0,TSN,,,,,,,TSN,1110.0,61.5%
218.0,2018-03-25,WAS,NYK,942.0,1529.0,41.0,62.0,901.0,1467.0,37960.96,2017-18,18884.0,20356.0,10480.0,2068.0,1693.0,14241.0,2.48,7.35,240.0,NBA TV,0.75,0.852083333,148.0,0.241578383,148.0,113.0,1098,Sun,6:00 PM,6:00 PM,MSG,150.0,0.5,1.0,34.0,42.0,NBCSWA,150.0,1.5,3,38,48,NBA TV,,754.0,-9.9%
219.0,2018-03-24,DAL,CHA,5661.0,10794.0,5113.0,10010.0,605.0,784.0,160699.45,2017-18,20085.0,19200.0,12492.0,2725.0,1470.0,16687.0,2.71,1.19,,,,,,,,,1093,Sat,7:30 PM,8:30 PM,FSSE-CHA,135.0,0.42,1.0,4.8,6.0,FSSW-DAL,135.0,0.2,0,4,5,,NBAC,462.0,-13.5%
220.0,2018-03-24,DET,CHI,4391.0,8091.0,3588.0,6900.0,874.0,1191.0,123779.17,2017-18,19139.0,20491.0,8625.0,6265.0,1355.0,16245.0,1.85,3.46,,,,,,,,,1089,Sat,7:00 PM,7:00 PM,NBCSCH,135.0,0.4,1.0,15.0,29.0,FSD+,135.0,0.4,1,6,8,,,2.0,33.4%
221.0,2018-03-24,HOU,NOP,2354.0,3578.0,111.0,201.0,2245.0,3377.0,82034.25,2017-18,18055.0,18055.0,12236.0,2456.0,1039.0,15731.0,2.45,0.64,,,,,,,,,1091,Sat,7:00 PM,8:00 PM,FSNO,135.0,0.933333333,1.4444444440000002,5.8888888889999995,,ATTSN-SW,135.0,2.1,4,51,67,NBA TV,,69.0,80.3%
222.0,2018-03-24,MEM,LAL,16170.0,39569.0,13951.0,35034.0,2607.0,4535.0,738442.21,2017-18,18119.0,17794.0,10150.0,3644.0,2479.0,16273.0,0.63,5.48,,,,,,,,,1092,Sat,7:00 PM,8:00 PM,SPECSN/D,150.0,1.4,3.0,77.0,97.0,FSSE-MEM,150.0,0.722222222,1.25,4.777777778,,,,540.0,100.1%
223.0,2018-03-24,ORL,PHX,4158.0,8854.0,3686.0,8175.0,509.0,679.0,109912.38,2017-18,17393.0,18846.0,5816.0,5813.0,2264.0,13893.0,1.52,1.89,,,,,,,,,1090,Sat,7:00 PM,7:00 PM,FSA+,135.0,0.2,1.0,4.0,5.0,FSFL,150.0,0.1,0,2,3,,,315.0,-26.8%
